date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:13:06	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:13:07%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.95.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:13:49	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:13:46%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.96.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:13:56	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:13:57%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.97.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:13:58	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:13:59%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.98.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:08	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:08%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.99.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:15	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:16%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.9a.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:21	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:18%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.9b.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:29	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:27%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.9c.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:33	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:35%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.9d.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:37	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:38%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.9e.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:39	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:40%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.9f.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:42	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:42%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.a0.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:44	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:45%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.a1.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:49	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:49%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.a2.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:51	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:53%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.a3.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:14:52	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:14:54%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.a4.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
